NUMERO_PIECE;DT_ECRITURE;FICHIER;LIBELLE;HT;TVA;TTC;EXERCICE_COMPTABLE;IDT_MODE_REG;IDT_STATUT;IDT_SS_CATEGORIE
;30/08/2018;  ;Total;  ;  ;60;2018;3;1;15
775-NDF_0662;30/08/2018;775-NDF_0662.pdf;La Table d'Home;27,6;2,51;31;2018;3;1;15
776-NDF_0663;31/08/2018;776-NDF_0663.pdf;Number 5;46,78;5,22;52;2018;3;1;33
777-NDF_0664;31/08/2018;777-NDF_0664.pdf;Forfait mobile d'aout 2018;  ;  ;20;2018;5;1;34
;  ;  ;Forfait internet d'aout 2018;  ;  ;20;2018;5;1;32
;  ;  ;EDF d'aout 2018;  ;  ;20;2018;5;1;15
778-NDF_0665;02/09/2018;778-NDF_0665.pdf;La Chope;52,73;5,27;58;2018;3;1;15
779-NDF_0666;03/09/2018;779-NDF_0666.pdf;La Villa;25,91;2,59;28,5;2018;3;1;15
780-NDF_0667;04/09/2018;780-NDF_0667.pdf;La Table d'Home;27,6;2,51;31;2018;3;1;15
781-NDF_0668;05/09/2018;781-NDF_0668.pdf;La Table d'Home;27,6;2,51;31;2018;3;1;15
782-NDF_0669;06/09/2018;782-NDF_0669.pdf;La Table d'Home;27,6;2,51;31;2018;3;1;15
2018_09_maaf_pro;10/09/2018;MAAF_Pro_2018.pdf;MAAF Pro 2018;  ;  ;194,63;2018;5;1;18
09MAAF_Sant�_2018;10/09/2018;MAAF_Sant�_2018.pdf;MAAF Assurance Sant� 2018;  ;  ;56,69;2018;5;1;7
09_2018_CIPAV;10/09/2018;CIPAV_2018.pdf;CIPAV 2018;  ;  ;1 628,18;2018;5;1;15
783-NDF_0670;10/09/2018;783-NDF_0670.pdf;PVH;58,18;5,82;64;2018;3;1;15
784-NDF_0671;11/09/2018;784-NDF_0671.pdf;La Table d'Home;27,6;2,51;31;2018;3;1;15
FAC_C1210783;13/09/2018;FAC_C1210783.pdf;Facture Expert Comptable;2 060.40;412.08;2 472,48;2018;5;1;15
785-NDF_0672;12/09/2018;785-NDF_0672.pdf;Le Dragon d'Orient;27,55;2,75;30,3;2018;3;1;10
786-NDF_0673;13/09/2018;786-NDF_0673.pdf;Leclerc;59,83;11,96;71,79;2018;3;1;15
787-NDF_0674;13/09/2018;787-NDF_0674.pdf;La Table d'Home;27,6;2,51;31;2018;3;1;15
788-NDF_0675;17/09/2018;788-NDF_0675.pdf;Le Dragon d'Orient;27,55;2,75;30,3;2018;3;1;9
2018_09_420-NDF_1974493;20/09/2018;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2018;5;1;15
789-NDF_0676;18/09/2018;789-NDF_0676.pdf;La Table d'Home;27,6;2,51;31;2018;3;1;15
790-NDF_0677;19/09/2018;790-NDF_0677.pdf;La Table d'Home;27,6;2,51;31;2018;3;1;15
791-NDF_0678;20/09/2018;791-NDF_0678.pdf;La Table d'Home;27,6;2,51;31;2018;3;1;15
;27/09/2018;  ;  ;  ;  ;329;2018;3;1;15
792-NDF_0679;28/09/2018;792-NDF_0679.pdf;Moussa L'Africain;201,6;26,8;228,4;2018;3;1;10
793-NDF_0680;30/09/2018;793-NDF_0680.pdf;Leclerc;60,48;12,1;72,58;2018;3;1;40
FC20181077;25/09/2018;FC20181077.pdf;CentraleSupelec Exec;  ;  ;1800;2018;1;1;21
FAC_AEU-INV-FR-2018-70987697;23/09/2018;FAC_AEU-INV-FR-2018-70987697.pdf;Amazon;157,5;31,5;189;2018;3;1;33
794-NDF_0681;30/09/2018;794-NDF_0681.pdf;Forfait mobile de Septembre 2018;  ;  ;20;2018;5;1;34
;  ;  ;Forfait internet de Septembre 2018;  ;  ;20;2018;5;1;32
;  ;  ;EDF de Septembre 2018;  ;  ;20;2018;5;1;10
;01/10/2018;  ;Carburant Auto;  ;  ;72,58;2019;3;1;15
;01/10/2018;  ;Restauration;  ;  ;228,4;2019;3;1;15
795-NDF_0682.pdf;01/10/2018;795-NDF_0682.pdf;Dragon D'Orient;16,45;1,65;18,1;2019;3;1;15
796-NDF_0683.pdf;03/10/2018;796-NDF_0683.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;1
;04/10/2018;  ;  ;  ;  ;4624;2019;5;1;1
797-NDF_0684;04/10/2018;797-NDF_0684.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;15
798-NDF_0685.;05/10/2018;798-NDF_0685.pdf;Pizza Hut;28,64;2,86;36,09;2019;3;1;15
799-NDF_0686;06/10/2018;799-NDF_0686.pdf;Wok Roral;129,82;12,98;142,8;2019;3;1;18
2018_10_maaf_pro;10/10/2018;MAAF_Pro_2018.pdf;MAAF Pro 2018;  ;  ;194,63;2019;5;1;7
10MAAF_Sant�_2018;10/10/2018;MAAF_Sant�_2018.pdf;MAAF Assurance Sant� 2018;  ;  ;56,69;2019;5;1;15
10_2018_CIPAV;10/10/2018;CIPAV_2018.pdf;CIPAV 2018;  ;  ;814,09;2019;5;1;7
800-NDF_0687;09/10/2018;800-NDF_0687.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;15
801-NDF_0688;11/10/2018;801-NDF_0688.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;15
802-NDF_0689;13/10/2018;802-NDF_0689.pdf;Garden Wok;31,18;3,12;44,8;2019;3;1;11
F-1044-2018-3115;15/10/2018;F-1044-2018-3115.pdf;Midas;268,33;53,67;322;2019;3;1;11
803-NDF_0690;18/10/2018;803-NDF_0690.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;9
2018_10_420-NDF_1974493;22/10/2018;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2019;5;1;15
;22/10/2018;  ;  ;  ;  ;1088;2019;5;1;1
804-NDF_0691;23/10/2018;804-NDF_0691.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;15
805-NDF_0692;25/10/2018;805-NDF_0692.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;10
806-NDF_0693;25/10/2018;806-NDF_0693.pdf;Total;61,94;12,39;74,33;2019;3;1;10
807-NDF_0694;26/10/2018;807-NDF_0694.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;15
808-NDF_0695;28/10/2018;808-NDF_0695.pdf;Garden Wok;18,09;1,81;19,9;2019;3;1;34
809-NDF_0696;30/10/2018;809-NDF_0696.pdf;Forfait mobile d'Octobre 2018;  ;  ;20;2019;5;1;32
;  ;  ;Forfait internet d'Octobre 2018;  ;  ;20;2019;5;1;15
;  ;  ;EDF d'Octobre 2018;  ;  ;20;2019;5;1;32
810-NDF_0697;03/11/2018;810-NDF_0697.pdf;La Villa Maasai;  ;52,33;606;2019;3;1;15
811-NDF_0698;05/11/2018;811-NDF_0698.pdf;Dragon D'Orient;16,45;1,65;18,1;2019;3;1;40
2018_trim4;07/11/2018;URSSAF_4_trimestre_2018.pdf;URSSAF 2018;  ;  ;3068;2019;5;1;15
;07/11/2018;  ;  ;  ;  ;14,85;2019;3;1;40
812-NDF_0699;08/11/2018;812-NDF_0699.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;18
2018_11_maaf_pro;09/11/2018;MAAF_Pro_2018.pdf;MAAF Pro 2018;  ;  ;194,63;2019;5;1;7
11MAAF_Sant�_2018;09/11/2018;MAAF_Sant�_2018.pdf;MAAF Assurance Sant� 2018;  ;  ;56,69;2019;5;1;15
11_2018_CIPAV;09/11/2018;CIPAV_2018.pdf;CIPAV 2018;  ;  ;814,09;2019;5;1;7
813-NDF_0700;08/11/2018;813-NDF_0700.pdf;La Table d'Home;55,2;5,02;62;2019;3;1;15
814-NDF_0701;12/11/2018;814-NDF_0701.pdf;Dragon D'Orient;16,45;1,65;18,1;2019;3;1;15
815-NDF_0702;13/11/2018;815-NDF_0702.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;15
816-NDF_0703;14/11/2018;816-NDF_0703.pdf;Le Paradis du Fruit;47,82;4,78;64,4;2019;3;1;15
817-NDF_0704;14/11/2018;817-NDF_0704.pdf;Dragon D'Orient;16,45;1,65;18,1;2019;3;1;15
FC20181311;16/11/2018;FC20181311.pdf;CentraleSupelec Exec;5 466,67;1 093,33;6 560;2019;1;1;23
818-NDF_0705;15/11/2018;818-NDF_0705.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;10
819-NDF_0706;17/11/2018;819-NDF_0706.pdf;Total;41,67;8,33;59,4;2019;3;1;9
2018_11_420-NDF_1974493;20/11/2018;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2019;5;1;9
820-NDF_0707;19/11/2018;820-NDF_0707.pdf;Dragon D'Orient;13,18;1,32;19;2019;3;1;15
821-NDF_0708;20/11/2018;821-NDF_0708.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;15
822-NDF_0709;20/11/2018;822-NDF_0709.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;10
823-NDF_0710;25/11/2018;823-NDF_0710.pdf;Leclerc;33,33;6,67;40;2019;3;1;36
;23/11/2018;  ;  ;  ;  ;1632;2019;5;1;28
;23/11/2018;  ;Air France;  ;  ;1 277,62;2019;3;1;33
;20/11/2018;  ;Consulat de l'Inde en France;  ;  ;72,29;2019;3;1;34
825-NDF_0711;30/11/2018;825-NDF_0711.pdf;Forfait mobile de Novembre 2018;  ;  ;20;2019;5;1;32
;  ;  ;Forfait internet de Novembre 2018;  ;  ;20;2019;5;1;17
;  ;  ;EDF de Novembre 2018;  ;  ;20;2019;5;1;10
;06/12/2018;  ;Assurance HICOX 2018;  ;  ;242,26;2019;5;1;15
826-NDF_0712;05/12/2018;826-NDF_0712.pdf;Leclerc;48,83;9,76;58,59;2019;3;1;10
827-NDF_0713;06/12/2018;827-NDF_0713.pdf;La Table d'Home;27,6;2,51;31;2019;3;1;32
;07/12/2018;  ;EDF;  ;  ;239,62;2019;3;1;18
2018_12_maaf_pro;10/12/2018;MAAF_Pro_2018.pdf;MAAF Pro 2018;  ;  ;194,63;2019;5;1;7
12MAAF_Sant�_2018;10/12/2018;MAAF_Sant�_2018.pdf;MAAF Assurance Sant� 2018;  ;  ;56,69;2019;5;1;15
12_2018_CIPAV;10/12/2018;CIPAV_2018.pdf;CIPAV 2018;  ;  ;814,09;2019;5;1;7
828-NDF_0714;10/12/2018;828-NDF_0714.pdf;Garden Wok;25,82;2,58;28,4;2019;3;1;40
FAC_0040011834200047;11/12/2018;FAC_0040011834200047.pdf;Office D�p�t;41,53;8,31;49,84;2019;3;1;15
;11/12/2018;  ;  ;  ;  ;49;2019;3;1;40
829-NDF_0715;11/12/2018;829-NDF_0715.pdf;La baraka;49,18;4,92;54,1;2019;3;1;4
FAC_0040041834501141;13/12/2018;FAC_0040041834501141.pdf;Office D�p�t;40,23;8,05;48,28;2019;3;1;10
;18/12/2018;  ;Impot / CFE;  ;  ;435;2019;5;1;9
830-NDF_0716;19/12/2018;830-NDF_0716.pdf;Total;61,36;12,27;73,63;2019;3;1;40
2018_12_420-NDF_1974493;20/12/2018;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2019;5;1;40
;20/12/2018;  ;  ;  ;  ;325,9;2019;3;1;1
;21/12/2018;  ;  ;  ;  ;81,9;2019;3;1;15
;21/12/2018;  ;TVA;  ;  ;2 990;2019;3;1;15
831-NDF_0717;21/12/2018;831-NDF_0717.pdf;MYS;32,2;15,3;47,5;2019;3;1;15
832-NDF_0718;28/12/2018;832-NDF_0718.pdf;INDIANA CAFE;41,36;4,14;45,5;2019;3;1;40
833-NDF_0719;29/12/2018;833-NDF_0719.pdf;OLIVIUM;49,44;5,36;54,8;2019;3;1;40
;31/12/2018;  ;  ;  ;  ;658;2019;3;1;33
;31/12/2018;  ;  ;  ;  ;807,99;2019;3;1;34
834-NDF_0720;31/12/2018;834-NDF_0720.pdf;Forfait mobile de D�cembre 2018;  ;  ;20;2019;5;1;32
;  ;  ;Forfait internet de D�cembre 2018;  ;  ;20;2019;5;1;10
;  ;  ;EDF de D�cembre 2018;  ;  ;20;2019;5;1;40
835-NDF_0721;04/01/2019;835-NDF_0721.pdf;Leclerc;53,13;10,63;63,76;2019;3;1;18
;07/01/2019;  ;  ;  ;  ;116;2019;3;1;18
01836-Maaf-Sante-2019;10/01/2019;836-Maaf-Sante-2019.pdf;MAAF Assurance Sant� 2019;  ;  ;59,22;2019;5;1;7
2019_01_maaf_pro;10/01/2019;837-Maaf-Pro-2019.pdf;MAAF Pro 2019;  ;  ;197,18;2019;5;1;40
01_2019_CIPAV;10/01/2019;838-CIPAV-2019.pdf;CIPAV 2019;  ;  ;951,17;2019;1;1;10
02_2018_CIPAV;14/01/2019;839-NDF_0722.pdf;Rembousement sejour pro en Inde;  ;  ;1500;2019;5;1;15
03_2018_CIPAV;15/01/2019;840-NDF_0723.pdf;Total;53,37;10,67;64,04;2019;3;1;10
841-NDF_0724;16/01/2019;841-NDF_0724.pdf;Chez Bruno;47,27;4,73;61,7;2019;3;1;3
;17/01/2019;  ;  ;  ;  ;387;2019;5;1;9
842-NDF_0725;17/01/2019;842-NDF_0725.pdf;Garden Wok;48,45;4,85;53,3;2019;3;1;15
2019_01_420-NDF_1974493;21/01/2019;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2019;5;1;15
843-NDF_0726;20/01/2019;843-NDF_0726.pdf;Pizza Hut;20,26;2,03;22,29;2019;3;1;15
844-NDF_0727;22/01/2019;844-NDF_0727.pdf;La Table d'Home;114,4;10,4;128;2019;3;1;40
FR03573508;23/01/2019;824-FAC_FR03573508.pdf;Universal Pen;79,45;15,89;95,34;2019;1;1;25
845-NDF_0728;23/01/2019;845-NDF_0728.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;1
;24/01/2019;  ;  ;  ;  ;579;2019;5;1;1
846-NDF_0729;24/01/2019;846-NDF_0729.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;15
;28/01/2019;  ;  ;  ;  ;36,5;2019;3;1;40
847-NDF_0730;29/01/2019;847-NDF_0730.pdf;La Table d'Home;57,2;5,2;64;2019;3;1;15
848-NDF_0731;31/01/2019;848-NDF_0731.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;10
849-NDF_0732;31/01/2019;849-NDF_0732.pdf;Total;63,84;12,77;76,61;2019;3;1;34
850-NDF_0733;31/01/2019;850-NDF_0733.pdf;Forfait mobile de Janvier 2019;  ;  ;50;2019;5;1;32
;  ;  ;Forfait internet de Janvier 2019;  ;  ;50;2019;5;1;40
;  ;  ;EDF de Janvier 2019;  ;  ;50;2019;5;1;40
;01/02/2019;  ;  ;  ;  ;142,62;2019;1;1;15
;04/02/2019;  ;  ;  ;  ;80;2019;3;1;40
851-NDF_0734;01/02/2019;851-NDF_0734.pdf;Paradis du Fruit;40,91;4,09;65,4;2019;3;1;40
;04/02/2019;  ;  ;  ;  ;82,8;2019;3;1;15
;04/02/2019;  ;  ;  ;  ;114,66;2019;3;1;6
852-NDF_0735;02/04/2019;852-NDF_0735.pdf;LE Barkley's;146,4;14,6;161;2019;3;1;40
2019_trim1;05/02/2019;URSSAF_1er_trim_2019.pdf;URSSAF 2019;  ;  ;3803;2019;5;1;15
;05/02/2019;  ;  ;  ;  ;402;2019;1;1;15
853-NDF_0736;04/02/2019;853-NDF_0736.pdf;Dragon D'Orient;16,45;1,65;18,1;2019;3;1;15
854-NDF_0737;05/02/2019;854-NDF_0737.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;40
FC20190138;08/02/2019;FC20190138.pdf;CentraleSupelec;5 466,66;1 093,33;6 559,99;2019;1;1;18
02836-Maaf-Sante-2019;11/02/2019;836-Maaf-Sante-2019.pdf;MAAF Assurance Sant� 2019;  ;  ;59,22;2019;5;1;7
2019_02_maaf_pro;11/02/2019;837-Maaf-Pro-2019.pdf;MAAF Pro 2019;  ;  ;197,18;2019;5;1;15
855-NDF_0738;07/02/2019;855-NDF_0738.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;15
856-NDF_0739;08/02/2019;856-NDF_0739.pdf;La Table d'Home;57,2;5,2;64;2019;3;1;15
857-NDF_0740;08/02/2019;857-NDF_0740.pdf;Hippopotamus;13,17;2,63;55,7;2019;3;1;15
858-NDF_0741;11/02/2019;858-NDF_0741.pdf;Dragon D'Orient;16,45;1,65;18,1;2019;3;1;15
859-NDF_0742;12/02/2019;859-NDF_0742.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;10
860-NDF_0743;17/02/2019;860-NDF_0743.pdf;Total;59,85;11,97;71,82;2019;3;1;40
2019_02_420-NDF_1974493;20/02/2019;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2019;5;1;40
;25/02/2019;  ;  ;  ;  ;19,3;2019;3;1;15
;26/02/2019;  ;  ;  ;  ;2,1;2019;3;1;40
861-NDF_0744;25/02/2019;861-NDF_0744.pdf;La Table d'Home;57,2;5,2;64;2019;3;1;40
;27/02/2019;  ;  ;  ;  ;143,44;2019;1;1;15
;27/02/2019;  ;  ;  ;  ;10;2019;3;1;40
862-NDF_0745;26/02/2019;862-NDF_0745.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;15
863-NDF_0746;28/02/2019;863-NDF_0746.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;33
864-NDF_0747;28/02/2019;864-NDF_0747.pdf;Forfait mobile de F�vrier 2019;  ;  ;50;2019;5;1;32
;  ;  ;Forfait internet de F�vrier 2019;  ;  ;50;2019;5;1;40
;  ;  ;EDF de F�vrier 2019;  ;  ;50;2019;5;1;40
;04/03/2019;  ;  ;  ;  ;60;2019;1;1;40
;04/03/2019;  ;  ;  ;  ;20;2019;3;1;15
;04/03/2019;  ;  ;  ;  ;6;2019;3;1;15
865-NDF_0748;01/03/2019;865-NDF_0748.pdf;Garden Wok;11,73;1,17;12,9;2019;3;1;15
866-NDF_0749;02/03/2019;866-NDF_0749.pdf;Pizza Pino;3,53;0,71;28,1;2019;3;1;40
;05/03/2019;  ;  ;  ;  ;7,45;2019;3;1;40
867-NDF_0750;04/03/2019;867-NDF_0750.pdf;Dragon D'Orient;14,09;1,41;15,5;2019;3;1;40
868-NDF_0751;05/03/2019;868-NDF_0751.pdf;Le Petit Prince;16,07;1,33;17,4;2019;3;1;40
;06/03/2019;  ;  ;  ;  ;114,66;2019;3;1;40
;06/03/2019;  ;  ;  ;  ;32;2019;3;1;18
;08/03/2019;  ;  ;  ;  ;32;2019;3;1;18
03836-Maaf-Sante-2019;11/03/2019;836-Maaf-Sante-2019.pdf;MAAF Assurance Sant� 2019;  ;  ;59,22;2019;5;1;7
2019_03_maaf_pro;11/03/2019;837-Maaf-Pro-2019.pdf;MAAF Pro 2019;  ;  ;197,18;2019;5;1;40
;11/03/2019;  ;  ;  ;  ;20;2019;3;1;15
;11/03/2019;  ;  ;  ;  ;120,3;2019;3;1;15
869-NDF_0752;08/03/2019;869-NDF_0752.pdf;Garden Wok;14,91;1,49;16,4;2019;3;1;15
870-NDF_0753;12/03/2019;870-NDF_0753.pdf;La Table d'Home;85,8;7,8;96;2019;3;1;15
871-NDF_0754;16/03/2019;871-NDF_0754.pdf;TOMMY'S;20,23;2,02;22,25;2019;3;1;15
2019_03_420-NDF_1974493;20/03/2019;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2019;5;1;9
872-NDF_0755;19/03/2019;872-NDF_0755.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;15
873-NDF_0756;21/03/2019;873-NDF_0756.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;11
FAC_2019174010;22/03/2019;FAC_2019174010.pdf;Mercedes Benz;  ;  ;888,27;2019;3;1;15
874-NDF_0757;23/03/2019;874-NDF_0757.pdf;Garden Wok;14,91;1,49;16,4;2019;3;1;15
875-NDF_0758;22/03/2019;875-NDF_0758.pdf;LE MILANO;38,64;3,86;47,5;2019;3;1;1
;25/03/2019;  ;  ;  ;  ;4 299;2019;5;1;15
;26/03/2019;  ;  ;  ;  ;160;2019;1;1;10
877-NDF_07603;25/03/2019;876-NDF_0759.pdf;East Side Cafe;13,36;1,34;14,7;2019;3;1;40
877-NDF_0760;25/03/2019;877-NDF_0760.pdf;Leclerc;45,66;9,13;54,79;2019;3;1;24
;26/03/2019;  ;  ;  ;  ;143,44;2019;1;1;15
FAC_590329474;27/03/2019;FAC_590329474.pdf;Editions ENI;153,46;8,44;161,91;2019;3;1;15
878-NDF_0761;29/03/2019;878-NDF_0761.pdf;Number Steak house 5;30,46;3,05;33,5;2019;3;1;33
879-NDF_0762;30/03/2019;879-NDF_0762.pdf;Wok Grill Bondy;73,18;7,32;80,5;2019;3;1;34
880-NDF_0763;30/03/2019;880-NDF_0763.pdf;Forfait mobile de Mars 2019;  ;  ;50;2019;5;1;32
;  ;  ;Forfait internet de Mars 2019;  ;  ;50;2019;5;1;15
;  ;  ;EDF de Mars 2019;  ;  ;50;2019;5;1;32
881-NDF_0764;02/04/2019;881-NDF_0764.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;15
882-NDF_0765;04/04/2019;882-NDF_0765.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;40
;05/04/2019;  ;  ;  ;  ;114,68;2019;3;1;40
883-NDF_0766;05/04/2019;883-NDF_0766.pdf;The Frog;29,09;2,91;32;2019;3;1;15
;05/04/2019;  ;  ;  ;  ;16,3;2019;3;1;40
884-NDF_0767;08/04/2019;884-NDF_0767.pdf;Dragon D'Orient;22,09;2,21;24,3;2019;3;1;18
;05/04/2019;  ;  ;  ;  ;66,13;2019;3;1;18
04836-Maaf-Sante-2019;11/04/2019;836-Maaf-Sante-2019.pdf;MAAF Assurance Sant� 2019;  ;  ;59,22;2019;5;1;7
2019_04_maaf_pro;11/04/2019;837-Maaf-Pro-2019.pdf;MAAF Pro 2019;  ;  ;197,18;2019;5;1;15
885-NDF_0768;09/04/2019;885-NDF_0768.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;15
886-NDF_0769;10/04/2019;886-NDF_0769.pdf;La Table d'Home;57,2;5,2;64;2019;3;1;40
FAC_AMAZONE;10/04/2019;FAC_AMAZON.pdf;Amazone;  ;  ;40,6;2019;3;1;13
;12/04/2019;  ;  ;  ;  ;380,9;2019;3;1;9
60301565;15/04/2019;FAC_60301565.pdf;Mercedes benz;394,71;78,94;473,65;2019;3;1;26
2019_04_420-NDF_1974493;20/03/2019;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2019;5;1;10
F2019-01-03-MLSO2017-2018;16/04/2019;F2019-01-03-MLSO2017-2018.pdf;HMG - Expert Comptable;2080,8;414,16;2 496.96;2019;5;1;40
887-NDF_0770;16/04/2019;887-NDF_0770.pdf;Total;50;10;60;2019;3;1;40
;23/04/2019;  ;  ;  ;  ;29,11;2019;3;1;40
;23/04/2019;  ;  ;  ;  ;94,75;2019;3;1;15
;25/04/2019;  ;  ;  ;  ;17,5;2019;3;1;40
888-NDF_0771;28/04/2019;888-NDF_0771.pdf;BCHEF VELIZY;17,02;1,78;18,8;2019;3;1;15
;29/04/2019;  ;  ;  ;  ;250;2019;3;1;10
889-NDF_0772;29/04/2019;889-NDF_0772.pdf;Dragon D'Orient;14,45;1,45;15,9;2019;3;1;15
890-NDF_0773;29/04/2019;890-NDF_0773.pdf;Leclerc;37,57;7,51;45,08;2019;3;1;10
891-NDF_0774;09/04/2019;891-NDF_0774.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;33
892-NDF_0775;30/04/2019;892-NDF_0775.pdf;Forfait mobile d'Avril 2019;  ;  ;50;2019;5;1;32
;  ;  ;Forfait internet d'Avril 2019;  ;  ;50;2019;5;1;40
;  ;  ;EDF d'Avril 2019;  ;  ;50;2019;5;1;15
;01/05/2019;  ;  ;  ;  ;10,4;2019;3;1;40
893-NDF_0776;02/05/2019;893-NDF_0776.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;6
2019_trim2;06/05/2019;URSSAF-2e-trim-2019.pdf;URSSAF 2019;  ;  ;3 803;2019;5;1;40
894-NDF_0777;03/05/2019;894-NDF_0777.pdf;Dragon D'Orient;16,64;1,66;18,3;2019;3;1;18
;06/05/2019;  ;  ;  ;  ;40,14;2019;3;1;18
05836-Maaf-Sante-2019;11/05/2019;836-Maaf-Sante-2019.pdf;MAAF Assurance Sant� 2019;  ;  ;59,22;2019;5;1;7
2019_05_maaf_pro;11/05/2019;837-Maaf-Pro-2019.pdf;MAAF Pro 2019;  ;  ;197,18;2019;5;1;15
895-NDF_0778;07/05/2019;895-NDF_0778.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;15
896-NDF_0779;09/05/2019;896-NDF_0779.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;15
897-NDF_0780;11/05/2019;897-NDF_0780.pdf;Number Steak house 5;  ;0,67;57,1;2019;3;1;10
898-NDF_0781;18/05/2019;898-NDF_0781.pdf;Leclerc;58,63;11,73;70,36;2019;3;1;1
2019_05_420-NDF_1974493;21/05/2019;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2019;5;1;40
;24/05/2019;  ;  ;  ;  ;3 236;2019;5;1;40
;25/05/2019;  ;  ;  ;  ;32,14;2019;3;1;31
;25/05/2019;  ;  ;  ;  ;295;2019;3;1;15
900-NDF_0783;25/05/2019;900-NDF_0783.pdf;Nicolas Massing Premium;280,23;56,04;336,27;2019;3;1;31
901-NDF_0784;29/05/2019;901-NDF_0784.pdf;Le RIO LIZ;18,82;1,78;23;2019;3;1;15
902-NDF_0785;29/05/2019;902-NDF_0785.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;10
903-NDF_0786;30/05/2019;903-NDF_0786.pdf;Station BP;33,91;6,78;40,69;2019;3;1;15
904-NDF_0787;30/05/2019;904-NDF_0787.pdf;THAI;47,53;5,47;53;2019;3;1;33
905-NDF_0788;31/05/2019;905-NDF_0788.pdf;Le royal;28,23;3,57;31,8;2019;3;1;34
906-NDF_0789;30/05/2019;906-NDF_0789.pdf;Forfait mobile de Mai 2019;  ;  ;50;2019;5;1;32
;  ;  ;Forfait internet de Mai 2019;  ;  ;50;2019;5;1;15
;  ;  ;EDF de Mai 2019;  ;  ;50;2019;5;1;40
907-NDF_0790;02/06/2019;907-NDF_0790.pdf;TOMMY'S;32,05;3,2;35,25;2019;3;1;17
;02/06/2019;  ;  ;  ;  ;42,95;2019;3;1;40
;06/06/2019;  ;  ;  ;  ;227,26;2019;5;1;15
;06/06/2019;  ;  ;  ;  ;23;2019;3;1;10
908-NDF_0791;06/06/2019;908-NDF_0791.pdf;La Guichetta;20,27;2,03;22,3;2019;3;1;40
909-NDF_0792;09/06/2019;909-NDF_0792.pdf;Total;50;10;60;2019;3;1;18
;08/06/2019;  ;  ;  ;  ;12,9;2019;3;1;18
06836-Maaf-Sante-2019;11/06/2019;836-Maaf-Sante-2019.pdf;MAAF Assurance Sant� 2019;  ;  ;59,22;2019;5;1;7
2019_06_maaf_pro;11/06/2019;837-Maaf-Pro-2019.pdf;MAAF Pro 2019;  ;  ;197,18;2019;5;1;40
;12/06/2019;  ;  ;  ;  ;19,95;2019;3;1;15
;12/06/2019;  ;  ;  ;  ;22;2019;3;1;40
910-NDF_0793;11/06/2019;910-NDF_0793.pdf;La Table d'Home;28,6;2,6;32;2019;3;1;15
911-NDF_0794;14/06/2019;911-NDF_0794.pdf;Number Steak house 5;33,69;3,91;37,6;2019;3;1;15
;17/06/2019;  ;  ;  ;  ;396,47;2019;3;1;40
912-NDF_0795;18/06/2019;912-NDF_0795.pdf;La Table d'Home;  ;3,9;48;2019;3;1;9
2019_06_420-NDF_1974493;20/06/2019;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2019;5;1;15
913-NDF_0796;19/06/2019;913-NDF_0796.pdf;Le royal;39,15;4,29;43,44;2019;3;1;15
